
[INFO] Processing chr1: /quobyte/bmhenngrp/from-lssc0/data/genomes/CAAPA_freeze2_PHASED_common_rare/snps/chr1.20240612_Freeze2.common_rare_phased.snps.vcf.gz
[INFO] chr1: Writing allele frequency table...
0it [00:00, ?it/s]
1797246it [16:04, 1885.21it/s]
1797435it [16:04, 1882.45it/s]
1797625it [16:04, 1886.36it/s]
1797818it [16:04, 1898.03it/s]
1798009it [16:04, 1901.04it/s]
1798202it [16:04, 1909.25it/s]
1798393it [16:04, 1907.22it/s]
1798584it [16:04, 1897.00it/s]
1798775it [16:04, 1898.75it/s]
1798965it [16:04, 1898.35it/s]
1799155it [16:05, 1895.89it/s]
1799346it [16:05, 1897.84it/s]
1799536it [16:05, 1891.39it/s]
1799726it [16:05, 1889.90it/s]
1799917it [16:05, 1893.65it/s]
1800107it [16:05, 1894.46it/s]
1800297it [16:05, 1892.63it/s]
1800488it [16:05, 1895.39it/s]
1800679it [16:05, 1897.85it/s]
1800871it [16:05, 1903.92it/s]
1801063it [16:06, 1906.17it/s]
1801254it [16:06, 1905.91it/s]
1801445it [16:06, 1901.63it/s]
1801636it [16:06, 1894.56it/s]
1801826it [16:06, 1890.23it/s]
1802016it [16:06, 1885.59it/s]
1802205it [16:06, 1879.59it/s]
1802394it [16:06, 1882.32it/s]
1802583it [16:06, 1880.72it/s]
1802772it [16:06, 1880.37it/s]
1802961it [16:07, 1659.81it/s]
1803148it [16:07, 1716.03it/s]
1803336it [16:07, 1761.76it/s]
1803525it [16:07, 1797.55it/s]
1803715it [16:07, 1825.59it/s]
1803904it [16:07, 1843.65it/s]
1804096it [16:07, 1865.48it/s]
1804285it [16:07, 1872.13it/s]
1804476it [16:07, 1880.99it/s]
1804668it [16:07, 1891.17it/s]
1804858it [16:08, 1891.28it/s]
1805049it [16:08, 1896.51it/s]
1805239it [16:08, 1897.44it/s]
1805430it [16:08, 1900.14it/s]
1805621it [16:08, 1894.11it/s]
1805811it [16:08, 1893.97it/s]
1806001it [16:08, 1879.83it/s]
1806190it [16:08, 1880.14it/s]
1806379it [16:08, 1877.83it/s]
1806567it [16:08, 1878.05it/s]
1806756it [16:09, 1878.45it/s]
1806945it [16:09, 1880.26it/s]
1807134it [16:09, 1873.05it/s]
1807322it [16:09, 1874.38it/s]
1807510it [16:09, 1873.97it/s]
1807698it [16:09, 1875.08it/s]
1807887it [16:09, 1878.08it/s]
1808076it [16:09, 1879.46it/s]
1808269it [16:09, 1892.79it/s]
1808459it [16:09, 1886.50it/s]
1808649it [16:10, 1890.16it/s]
1808839it [16:10, 1889.67it/s]
1809028it [16:10, 1887.75it/s]
1809217it [16:10, 1883.93it/s]
1809406it [16:10, 1877.31it/s]
1809594it [16:10, 1816.16it/s]
1809777it [16:10, 1751.92it/s]
1809953it [16:10, 1704.34it/s]
1810141it [16:10, 1753.19it/s]
1810333it [16:11, 1799.79it/s]
1810521it [16:11, 1822.68it/s]
1810709it [16:11, 1839.10it/s]
1810899it [16:11, 1854.97it/s]
1811087it [16:11, 1861.06it/s]
1811276it [16:11, 1868.09it/s]
1811468it [16:11, 1882.18it/s]
1811659it [16:11, 1889.29it/s]
1811849it [16:11, 1891.09it/s]
1812039it [16:11, 1891.88it/s]
1812229it [16:12, 1890.50it/s]
1812419it [16:12, 1892.11it/s]
1812609it [16:12, 1893.38it/s]
1812803it [16:12, 1904.86it/s]
1812994it [16:12, 1904.64it/s]
1813185it [16:12, 1904.18it/s]
1813376it [16:12, 1900.43it/s]
1813567it [16:12, 1900.62it/s]
1813758it [16:12, 1897.87it/s]
1813948it [16:12, 1894.13it/s]
1814138it [16:13, 1889.76it/s]
1814327it [16:13, 1889.64it/s]
1814516it [16:13, 1623.51it/s]
1814702it [16:13, 1685.45it/s]
1814890it [16:13, 1737.80it/s]
1815080it [16:13, 1781.46it/s]
1815270it [16:13, 1815.18it/s]
1815458it [16:13, 1833.73it/s]
1815645it [16:13, 1843.34it/s]
1815832it [16:13, 1849.69it/s]
1816019it [16:14, 1853.89it/s]
1816205it [16:14, 1852.45it/s]
1816392it [16:14, 1857.55it/s]
1816580it [16:14, 1864.05it/s]
1816770it [16:14, 1874.57it/s]
1816959it [16:14, 1878.40it/s]
1817147it [16:14, 1873.78it/s]
1817338it [16:14, 1882.45it/s]
1817529it [16:14, 1889.99it/s]
1817720it [16:14, 1893.69it/s]
1817911it [16:15, 1897.76it/s]
1818101it [16:15, 1897.72it/s]
1818291it [16:15, 1892.54it/s]
1818481it [16:15, 1888.91it/s]
1818670it [16:15, 1884.17it/s]
1818859it [16:15, 1879.72it/s]
1819047it [16:15, 1879.54it/s]
1819235it [16:15, 1878.11it/s]
1819426it [16:15, 1884.65it/s]
1819615it [16:15, 1876.95it/s]
1819806it [16:16, 1884.30it/s]
1819999it [16:16, 1895.30it/s]
1820189it [16:16, 1896.62it/s]
1820379it [16:16, 1896.28it/s]
1820569it [16:16, 1891.04it/s]
1820759it [16:16, 1892.64it/s]
1820949it [16:16, 1893.20it/s]
1821142it [16:16, 1902.23it/s]
1821334it [16:16, 1907.13it/s]
1821525it [16:17, 1902.47it/s]
1821716it [16:17, 1903.98it/s]
1821907it [16:17, 1893.74it/s]
1822098it [16:17, 1897.76it/s]
1822288it [16:17, 1892.46it/s]
1822478it [16:17, 1890.33it/s]
1822668it [16:17, 1889.90it/s]
1822857it [16:17, 1886.14it/s]
1823046it [16:17, 1885.68it/s]
1823237it [16:17, 1891.24it/s]
1823427it [16:18, 1885.27it/s]
1823616it [16:18, 1884.01it/s]
1823806it [16:18, 1888.65it/s]
1823995it [16:18, 1885.69it/s]
1824184it [16:18, 1885.24it/s]
1824374it [16:18, 1886.81it/s]
1824563it [16:18, 1885.16it/s]
1824752it [16:18, 1886.30it/s]
1824944it [16:18, 1894.61it/s]
1825134it [16:18, 1893.34it/s]
1825326it [16:19, 1898.97it/s]
1825516it [16:19, 1895.71it/s]
1825706it [16:19, 1888.82it/s]
1825900it [16:19, 1904.08it/s]
1826091it [16:19, 1845.69it/s]
1826279it [16:19, 1855.60it/s]
1826469it [16:19, 1865.86it/s]
1826657it [16:19, 1869.74it/s]
1826847it [16:19, 1876.58it/s]
1827042it [16:19, 1897.63it/s]
1827233it [16:20, 1898.93it/s]
1827424it [16:20, 1899.67it/s]
1827615it [16:20, 1899.51it/s]
1827805it [16:20, 1894.75it/s]
1827995it [16:20, 1896.18it/s]
1828186it [16:20, 1899.47it/s]
1828376it [16:20, 1899.57it/s]
1828566it [16:20, 1896.35it/s]
1828756it [16:20, 1897.13it/s]
1828946it [16:20, 1897.34it/s]
1829136it [16:21, 1894.18it/s]
1829326it [16:21, 1887.80it/s]
1829515it [16:21, 1881.87it/s]
1829704it [16:21, 1881.14it/s]
1829894it [16:21, 1885.82it/s]
1830083it [16:21, 1883.95it/s]
1830272it [16:21, 1884.14it/s]
1830461it [16:21, 1878.98it/s]
1830652it [16:21, 1885.78it/s]
1830841it [16:21, 1884.67it/s]
1831032it [16:22, 1889.44it/s]
1831223it [16:22, 1894.45it/s]
1831414it [16:22, 1898.72it/s]
1831604it [16:22, 1892.19it/s]
1831794it [16:22, 1888.53it/s]
1831983it [16:22, 1886.63it/s]
1832173it [16:22, 1888.03it/s]
1832363it [16:22, 1890.06it/s]
1832554it [16:22, 1892.88it/s]
1832744it [16:22, 1890.77it/s]
1832934it [16:23, 1889.70it/s]
1833123it [16:23, 1887.10it/s]
1833312it [16:23, 1886.37it/s]
1833503it [16:23, 1890.55it/s]
1833693it [16:23, 1889.99it/s]
1833883it [16:23, 1890.53it/s]
1834073it [16:23, 1887.78it/s]
1834264it [16:23, 1892.20it/s]
1834458it [16:23, 1905.30it/s]
1834652it [16:23, 1913.46it/s]
1834844it [16:24, 1913.20it/s]
1835036it [16:24, 1914.25it/s]
1835228it [16:24, 1910.93it/s]
1835421it [16:24, 1915.77it/s]
1835613it [16:24, 1911.70it/s]
1835805it [16:24, 1904.66it/s]
1835997it [16:24, 1906.70it/s]
1836188it [16:24, 1906.21it/s]
1836380it [16:24, 1909.95it/s]
1836571it [16:24, 1903.93it/s]
1836763it [16:25, 1908.15it/s]
1836954it [16:25, 1901.48it/s]
1837145it [16:25, 1899.73it/s]
1837335it [16:25, 1899.68it/s]
1837525it [16:25, 1895.38it/s]
1837715it [16:25, 1676.22it/s]
1837901it [16:25, 1726.31it/s]
1838089it [16:25, 1767.07it/s]
1838274it [16:25, 1789.79it/s]
1838460it [16:26, 1810.11it/s]
1838649it [16:26, 1831.71it/s]
1838838it [16:26, 1847.86it/s]
1839028it [16:26, 1862.28it/s]
1839216it [16:26, 1866.65it/s]
1839404it [16:26, 1865.96it/s]
1839591it [16:26, 1864.75it/s]
1839778it [16:26, 1858.90it/s]
1839965it [16:26, 1853.93it/s]
1840152it [16:26, 1855.67it/s]
1840338it [16:27, 1853.60it/s]
1840525it [16:27, 1855.35it/s]
1840711it [16:27, 1854.18it/s]
1840897it [16:27, 1848.31it/s]
1841083it [16:27, 1850.03it/s]
1841269it [16:27, 1849.41it/s]
1841455it [16:27, 1850.28it/s]
1841641it [16:27, 1850.78it/s]
1841828it [16:27, 1854.05it/s]
1842014it [16:27, 1854.25it/s]
1842201it [16:28, 1857.13it/s]
1842390it [16:28, 1863.94it/s]
1842579it [16:28, 1869.89it/s]
1842767it [16:28, 1872.08it/s]
1842955it [16:28, 1870.92it/s]
1843143it [16:28, 1868.98it/s]
1843330it [16:28, 1859.39it/s]
1843518it [16:28, 1864.23it/s]
1843707it [16:28, 1870.73it/s]
1843895it [16:28, 1863.02it/s]
1844082it [16:29, 1863.70it/s]
1844270it [16:29, 1866.21it/s]
1844460it [16:29, 1873.26it/s]
1844648it [16:29, 1873.16it/s]
1844836it [16:29, 1869.12it/s]
1845023it [16:29, 1868.99it/s]
1845210it [16:29, 1867.05it/s]
1845397it [16:29, 1865.87it/s]
1845586it [16:29, 1870.45it/s]
1845775it [16:29, 1875.24it/s]
1845964it [16:30, 1878.95it/s]
1846154it [16:30, 1882.87it/s]
1846343it [16:30, 1881.39it/s]
1846532it [16:30, 1883.27it/s]
1846721it [16:30, 1881.63it/s]
1846912it [16:30, 1888.37it/s]
1847102it [16:30, 1890.67it/s]
1847292it [16:30, 1892.93it/s]
1847482it [16:30, 1887.19it/s]
1847672it [16:30, 1890.72it/s]
1847863it [16:31, 1894.34it/s]
1848053it [16:31, 1895.66it/s]
1848243it [16:31, 1893.56it/s]
1848436it [16:31, 1902.38it/s]
1848627it [16:31, 1903.91it/s]
1848818it [16:31, 1897.88it/s]
1849009it [16:31, 1898.45it/s]
1849199it [16:31, 1807.55it/s]
1849387it [16:31, 1827.69it/s]
1849575it [16:31, 1842.79it/s]
1849762it [16:32, 1850.36it/s]
1849949it [16:32, 1854.33it/s]
1850137it [16:32, 1859.43it/s]
1850324it [16:32, 1852.08it/s]
1850511it [16:32, 1857.27it/s]
1850698it [16:32, 1858.81it/s]
1850886it [16:32, 1863.28it/s]
1851073it [16:32, 1864.10it/s]
1851263it [16:32, 1873.66it/s]
1851452it [16:32, 1876.21it/s]
1851642it [16:33, 1880.42it/s]
1851831it [16:33, 1882.63it/s]
1852020it [16:33, 1879.33it/s]
1852208it [16:33, 1877.40it/s]
1852400it [16:33, 1889.61it/s]
1852589it [16:33, 1883.72it/s]
1852778it [16:33, 1884.38it/s]
1852967it [16:33, 1880.89it/s]
1853157it [16:33, 1885.21it/s]
1853347it [16:33, 1889.11it/s]
1853536it [16:34, 1887.50it/s]
1853725it [16:34, 1885.02it/s]
1853914it [16:34, 1885.76it/s]
1854103it [16:34, 1881.34it/s]
1854292it [16:34, 1876.37it/s]
1854480it [16:34, 1873.80it/s]
1854671it [16:34, 1883.30it/s]
1854860it [16:34, 1879.98it/s]
1855049it [16:34, 1879.01it/s]
1855237it [16:34, 1879.17it/s]
1855425it [16:35, 1875.57it/s]
1855613it [16:35, 1873.28it/s]
1855801it [16:35, 1868.83it/s]
1855989it [16:35, 1870.29it/s]
1856178it [16:35, 1874.62it/s]
1856369it [16:35, 1883.28it/s]
1856558it [16:35, 1881.10it/s]
1856747it [16:35, 1878.17it/s]
1856935it [16:35, 1873.82it/s]
1857123it [16:35, 1873.90it/s]
1857311it [16:36, 1872.28it/s]
1857500it [16:36, 1875.77it/s]
1857688it [16:36, 1869.58it/s]
1857875it [16:36, 1865.09it/s]
1858063it [16:36, 1869.11it/s]
1858253it [16:36, 1876.74it/s]
1858441it [16:36, 1876.79it/s]
1858629it [16:36, 1872.02it/s]
1858818it [16:36, 1874.77it/s]
1859008it [16:36, 1881.55it/s]
1859197it [16:37, 1878.54it/s]
1859385it [16:37, 1873.81it/s]
1859576it [16:37, 1881.84it/s]
1859765it [16:37, 1873.67it/s]
1859953it [16:37, 1871.21it/s]
1860141it [16:37, 1864.52it/s]
1860328it [16:37, 1859.38it/s]
1860515it [16:37, 1861.38it/s]
1860702it [16:37, 1564.90it/s]
1860888it [16:38, 1640.52it/s]
1861076it [16:38, 1703.70it/s]
1861264it [16:38, 1751.28it/s]
1861452it [16:38, 1787.70it/s]
1861640it [16:38, 1812.62it/s]
1861825it [16:38, 1822.09it/s]
1862013it [16:38, 1838.61it/s]
1862198it [16:38, 1841.65it/s]
1862383it [16:38, 1839.52it/s]
1862568it [16:38, 1839.95it/s]
1862756it [16:39, 1848.91it/s]
1862942it [16:39, 1851.05it/s]
1863129it [16:39, 1855.98it/s]
1863315it [16:39, 1852.94it/s]
1863501it [16:39, 1848.67it/s]
1863686it [16:39, 1840.49it/s]
1863871it [16:39, 1838.78it/s]
1864059it [16:39, 1849.36it/s]
1864247it [16:39, 1855.79it/s]
1864433it [16:39, 1852.02it/s]
1864621it [16:40, 1858.31it/s]
1864808it [16:40, 1858.89it/s]
1864994it [16:40, 1859.02it/s]
1865181it [16:40, 1860.27it/s]
1865370it [16:40, 1868.52it/s]
1865558it [16:40, 1870.47it/s]
1865748it [16:40, 1877.65it/s]
1865939it [16:40, 1887.25it/s]
1866129it [16:40, 1889.84it/s]
1866322it [16:40, 1899.53it/s]
1866512it [16:41, 1896.55it/s]
1866706it [16:41, 1908.93it/s]
1866898it [16:41, 1911.53it/s]
1867090it [16:41, 1909.74it/s]
1867281it [16:41, 1908.02it/s]
1867472it [16:41, 1907.74it/s]
1867663it [16:41, 1906.90it/s]
1867855it [16:41, 1909.82it/s]
1868046it [16:41, 1904.32it/s]
1868237it [16:41, 1903.04it/s]
1868428it [16:42, 1903.76it/s]
1868619it [16:42, 1904.88it/s]
1868810it [16:42, 1906.33it/s]
1869001it [16:42, 1901.16it/s]
1869193it [16:42, 1904.75it/s]
1869384it [16:42, 1902.86it/s]
1869575it [16:42, 1903.33it/s]
1869767it [16:42, 1905.55it/s]
1869958it [16:42, 1898.03it/s]
1870148it [16:42, 1892.40it/s]
1870338it [16:43, 1891.45it/s]
1870528it [16:43, 1881.43it/s]
1870717it [16:43, 1872.27it/s]
1870905it [16:43, 1865.37it/s]
1871093it [16:43, 1868.05it/s]
1871281it [16:43, 1869.75it/s]
1871468it [16:43, 1863.85it/s]
1871655it [16:43, 1858.93it/s]
1871845it [16:43, 1870.02it/s]
1872033it [16:43, 1863.01it/s]
1872220it [16:44, 1367.87it/s]
1872407it [16:44, 1486.85it/s]
1872592it [16:44, 1577.49it/s]
1872779it [16:44, 1654.86it/s]
1872967it [16:44, 1716.21it/s]
1873156it [16:44, 1764.74it/s]
1873344it [16:44, 1796.66it/s]
1873538it [16:44, 1835.70it/s]
1873729it [16:45, 1854.42it/s]
1873930it [16:45, 1900.21it/s]
1874124it [16:45, 1911.69it/s]
1874317it [16:45, 1908.42it/s]
1874509it [16:45, 1909.78it/s]
1874702it [16:45, 1912.50it/s]
1874896it [16:45, 1920.53it/s]
1875090it [16:45, 1925.07it/s]
1875285it [16:45, 1931.22it/s]
1875479it [16:45, 1929.77it/s]
1875673it [16:46, 1924.54it/s]
1875868it [16:46, 1932.03it/s]
1876062it [16:46, 1932.68it/s]
1876256it [16:46, 1929.24it/s]
1876449it [16:46, 1923.19it/s]
1876642it [16:46, 1921.14it/s]
1876835it [16:46, 1914.92it/s]
1877027it [16:46, 1911.75it/s]
1877219it [16:46, 1911.41it/s]
1877411it [16:46, 1911.78it/s]
1877603it [16:47, 1911.38it/s]
1877795it [16:47, 1913.67it/s]
1877989it [16:47, 1920.92it/s]
1878182it [16:47, 1922.37it/s]
1878376it [16:47, 1927.06it/s]
1878569it [16:47, 1913.42it/s]
1878761it [16:47, 1904.53it/s]
1878952it [16:47, 1898.01it/s]
1879147it [16:47, 1910.74it/s]
1879339it [16:47, 1903.16it/s]
1879530it [16:48, 1834.66it/s]
1879714it [16:48, 1797.94it/s]
1879895it [16:48, 1697.10it/s]
1880085it [16:48, 1751.87it/s]
1880277it [16:48, 1799.37it/s]
1880467it [16:48, 1827.25it/s]
1880656it [16:48, 1842.63it/s]
1880846it [16:48, 1859.42it/s]
1881037it [16:48, 1872.90it/s]
1881225it [16:48, 1873.35it/s]
1881414it [16:49, 1876.47it/s]
1881605it [16:49, 1883.84it/s]
1881794it [16:49, 1883.58it/s]
1881983it [16:49, 1881.15it/s]
1882172it [16:49, 1880.31it/s]
1882365it [16:49, 1894.91it/s]
1882555it [16:49, 1893.60it/s]
1882747it [16:49, 1900.15it/s]
1882938it [16:49, 1897.92it/s]
1883129it [16:49, 1900.95it/s]
1883322it [16:50, 1908.44it/s]
1883515it [16:50, 1912.76it/s]
1883709it [16:50, 1919.00it/s]
1883901it [16:50, 1705.31it/s]
1884098it [16:50, 1776.65it/s]
1884288it [16:50, 1808.74it/s]
1884479it [16:50, 1835.43it/s]
1884670it [16:50, 1854.86it/s]
1884857it [16:50, 1857.88it/s]
1885044it [16:51, 1826.98it/s]
1885232it [16:51, 1842.48it/s]
1885419it [16:51, 1849.89it/s]
1885606it [16:51, 1854.80it/s]
1885794it [16:51, 1859.98it/s]
1885984it [16:51, 1870.49it/s]
1886173it [16:51, 1875.42it/s]
1886361it [16:51, 1874.28it/s]
1886552it [16:51, 1882.30it/s]
1886742it [16:51, 1887.40it/s]
1886931it [16:52, 1887.52it/s]
1887120it [16:52, 1864.66it/s]
1887308it [16:52, 1869.07it/s]
1887496it [16:52, 1871.93it/s]
1887687it [16:52, 1883.01it/s]
1887877it [16:52, 1885.07it/s]
1888066it [16:52, 1884.65it/s]
1888256it [16:52, 1887.10it/s]
1888447it [16:52, 1891.00it/s]
1888637it [16:52, 1886.76it/s]
1888826it [16:53, 1886.72it/s]
1889015it [16:53, 1030.12it/s]
1889208it [16:53, 1199.67it/s]
1889399it [16:53, 1349.47it/s]
1889585it [16:53, 1467.36it/s]
1889777it [16:53, 1579.16it/s]
1889968it [16:53, 1665.85it/s]
1890161it [16:54, 1736.04it/s]
1890349it [16:54, 1775.91it/s]
1890540it [16:54, 1811.22it/s]
1890732it [16:54, 1840.95it/s]
1890921it [16:54, 1851.79it/s]
1891110it [16:54, 1854.00it/s]
1891302it [16:54, 1870.63it/s]
1891495it [16:54, 1886.54it/s]
1891685it [16:54, 1887.86it/s]
1891875it [16:54, 1881.15it/s]
1892064it [16:55, 1876.43it/s]
1892253it [16:55, 1876.91it/s]
1892441it [16:55, 1870.65it/s]
1892629it [16:55, 1872.18it/s]
1892817it [16:55, 1873.74it/s]
1893006it [16:55, 1876.98it/s]
1893196it [16:55, 1882.37it/s]
1893386it [16:55, 1887.28it/s]
1893576it [16:55, 1889.41it/s]
1893766it [16:55, 1890.62it/s]
1893957it [16:56, 1895.21it/s]
1894147it [16:56, 1888.75it/s]
1894337it [16:56, 1891.23it/s]
1894528it [16:56, 1894.19it/s]
1894719it [16:56, 1896.04it/s]
1894909it [16:56, 1744.71it/s]
1895098it [16:56, 1783.99it/s]
1895290it [16:56, 1821.98it/s]
1895481it [16:56, 1846.33it/s]
1895671it [16:56, 1861.31it/s]
1895861it [16:57, 1869.68it/s]
1896050it [16:57, 1875.38it/s]
1896243it [16:57, 1891.10it/s]
1896437it [16:57, 1902.94it/s]
1896628it [16:57, 1902.21it/s]
1896819it [16:57, 1898.96it/s]
1897010it [16:57, 1893.26it/s]
1897200it [16:57, 1887.81it/s]
1897389it [16:57, 1886.29it/s]
1897578it [16:57, 1879.49it/s]
1897768it [16:58, 1884.17it/s]
1897957it [16:58, 1882.20it/s]
1898146it [16:58, 1883.10it/s]
1898335it [16:58, 1882.93it/s]
1898524it [16:58, 1881.02it/s]
1898714it [16:58, 1883.73it/s]
1898904it [16:58, 1887.44it/s]
1899093it [16:58, 1883.29it/s]
1899284it [16:58, 1888.33it/s]
1899476it [16:58, 1896.98it/s]
1899666it [16:59, 1892.95it/s]
1899856it [16:59, 1892.75it/s]
1900046it [16:59, 1872.29it/s]
1900234it [16:59, 1869.52it/s]
1900421it [16:59, 1862.38it/s]
1900609it [16:59, 1864.54it/s]
1900796it [16:59, 1855.49it/s]
1900982it [16:59, 1854.49it/s]
1901168it [16:59, 1853.97it/s]
1901355it [16:59, 1858.57it/s]
1901541it [17:00, 1855.53it/s]
1901727it [17:00, 1856.58it/s]
1901914it [17:00, 1859.82it/s]
1902103it [17:00, 1866.18it/s]
1902291it [17:00, 1867.83it/s]
1902478it [17:00, 1860.91it/s]
1902665it [17:00, 1855.51it/s]
1902851it [17:00, 1845.57it/s]
1903036it [17:00, 1846.33it/s]
1903221it [17:00, 1839.36it/s]
1903405it [17:01, 1836.02it/s]
1903589it [17:01, 1826.34it/s]
1903774it [17:01, 1833.36it/s]
1903958it [17:01, 1829.83it/s]
1904141it [17:01, 1821.99it/s]
1904325it [17:01, 1825.65it/s]
1904510it [17:01, 1832.31it/s]
1904695it [17:01, 1836.60it/s]
1904879it [17:01, 1827.94it/s]
1905062it [17:02, 1819.11it/s]
1905245it [17:02, 1819.87it/s]
1905427it [17:02, 1818.47it/s]
1905613it [17:02, 1830.77it/s]
1905797it [17:02, 1828.07it/s]
1905980it [17:02, 1824.45it/s]
1906163it [17:02, 1825.47it/s]
1906346it [17:02, 1723.91it/s]
1906530it [17:02, 1756.71it/s]
1906712it [17:02, 1773.55it/s]
1906897it [17:03, 1794.79it/s]
1907079it [17:03, 1800.05it/s]
1907261it [17:03, 1804.57it/s]
1907447it [17:03, 1818.63it/s]
1907630it [17:03, 1815.42it/s]
1907812it [17:03, 1813.16it/s]
1907994it [17:03, 1814.27it/s]
1908178it [17:03, 1821.69it/s]
1908361it [17:03, 1388.71it/s]
1908516it [17:04, 1246.29it/s]
1908671it [17:04, 1316.16it/s]
1908855it [17:04, 1447.13it/s]
1909039it [17:04, 1550.27it/s]
1909225it [17:04, 1632.56it/s]
1909407it [17:04, 1684.31it/s]
1909590it [17:04, 1725.46it/s]
1909775it [17:04, 1759.63it/s]
1909962it [17:04, 1788.94it/s]
1910147it [17:04, 1804.85it/s]
1910331it [17:05, 1815.07it/s]
1910516it [17:05, 1822.48it/s]
1910700it [17:05, 1826.69it/s]
1910884it [17:05, 1826.49it/s]
1911067it [17:05, 1823.81it/s]
1911250it [17:05, 1825.09it/s]
1911433it [17:05, 1825.85it/s]
1911620it [17:05, 1836.61it/s]
1911804it [17:05, 1832.77it/s]
1911988it [17:06, 1828.27it/s]
1912171it [17:06, 1827.65it/s]
1912354it [17:06, 1826.70it/s]
1912539it [17:06, 1833.13it/s]
1912724it [17:06, 1836.70it/s]
1912908it [17:06, 1834.08it/s]
1913093it [17:06, 1836.83it/s]
1913279it [17:06, 1841.16it/s]
1913464it [17:06, 1840.97it/s]
1913649it [17:06, 1840.03it/s]
1913834it [17:07, 1839.97it/s]
1914018it [17:07, 1828.25it/s]
1914201it [17:07, 1828.27it/s]
1914386it [17:07, 1832.99it/s]
1914570it [17:07, 1833.41it/s]
1914754it [17:07, 1830.28it/s]
1914939it [17:07, 1834.55it/s]
1915123it [17:07, 1834.85it/s]
1915310it [17:07, 1844.68it/s]
1915498it [17:07, 1852.65it/s]
1915684it [17:08, 1849.55it/s]
1915869it [17:08, 1848.85it/s]
1916056it [17:08, 1853.03it/s]
1916242it [17:08, 1853.35it/s]
1916430it [17:08, 1859.81it/s]
1916616it [17:08, 1855.03it/s]
1916802it [17:08, 1845.95it/s]
1916990it [17:08, 1854.40it/s]
1917176it [17:08, 1850.04it/s]
1917362it [17:08, 1558.88it/s]
1917539it [17:09, 1613.62it/s]
1917723it [17:09, 1672.97it/s]
1917909it [17:09, 1723.24it/s]
1918096it [17:09, 1764.38it/s]
1918280it [17:09, 1786.17it/s]
1918465it [17:09, 1802.75it/s]
1918648it [17:09, 1810.02it/s]
1918831it [17:09, 1815.27it/s]
1919016it [17:09, 1825.38it/s]
1919200it [17:09, 1827.03it/s]
1919387it [17:10, 1838.17it/s]
1919573it [17:10, 1843.62it/s]
1919761it [17:10, 1853.08it/s]
1919951it [17:10, 1864.97it/s]
1920141it [17:10, 1873.46it/s]
1920329it [17:10, 1870.34it/s]
1920517it [17:10, 1869.76it/s]
1920706it [17:10, 1875.72it/s]
1920894it [17:10, 1870.91it/s]
1921082it [17:10, 1870.89it/s]
1921270it [17:11, 1868.50it/s]
1921457it [17:11, 1866.68it/s]
1921644it [17:11, 1861.40it/s]
1921831it [17:11, 1863.63it/s]
1922019it [17:11, 1865.52it/s]
1922206it [17:11, 1860.32it/s]
1922394it [17:11, 1864.56it/s]
1922583it [17:11, 1870.27it/s]
1922771it [17:11, 1861.66it/s]
1922958it [17:11, 1855.84it/s]
1923144it [17:12, 1855.29it/s]
1923331it [17:12, 1857.40it/s]
1923519it [17:12, 1861.72it/s]
1923706it [17:12, 1856.15it/s]
1923892it [17:12, 1848.32it/s]
1924078it [17:12, 1849.71it/s]
1924265it [17:12, 1854.55it/s]
1924453it [17:12, 1862.01it/s]
1924641it [17:12, 1867.04it/s]
1924829it [17:13, 1870.27it/s]
1925017it [17:13, 1870.64it/s]
1925205it [17:13, 1867.98it/s]
1925393it [17:13, 1870.03it/s]
1925581it [17:13, 1867.64it/s]
1925768it [17:13, 1865.42it/s]
1925955it [17:13, 1865.95it/s]
1926143it [17:13, 1869.95it/s]
1926332it [17:13, 1872.93it/s]
1926520it [17:13, 1874.06it/s]
1926708it [17:14, 1870.96it/s]
1926896it [17:14, 1870.63it/s]
1927084it [17:14, 1870.40it/s]
1927272it [17:14, 1872.19it/s]
1927460it [17:14, 1867.35it/s]
1927647it [17:14, 1864.66it/s]
1927834it [17:14, 1861.61it/s]
1928021it [17:14, 1854.68it/s]
1928207it [17:14, 1849.91it/s]
1928395it [17:14, 1858.37it/s]
1928585it [17:15, 1867.88it/s]
1928772it [17:16, 453.64it/s] 
1928955it [17:16, 582.66it/s]
1929141it [17:16, 733.12it/s]
1929324it [17:16, 891.01it/s]
1929508it [17:16, 1052.29it/s]
1929695it [17:16, 1212.41it/s]
1929879it [17:16, 1348.41it/s]
1930064it [17:16, 1466.53it/s]
1930249it [17:16, 1563.53it/s]
1930433it [17:17, 1635.67it/s]
1930617it [17:17, 1690.71it/s]
1930801it [17:17, 1730.25it/s]
1930985it [17:17, 1760.65it/s]
1931169it [17:17, 1780.95it/s]
1931352it [17:17, 1794.81it/s]
1931540it [17:17, 1815.89it/s]
1931725it [17:17, 1817.98it/s]
1931913it [17:17, 1833.60it/s]
1932098it [17:17, 1835.04it/s]
1932283it [17:18, 1825.38it/s]
1932468it [17:18, 1831.83it/s]
1932652it [17:18, 1833.25it/s]
1932837it [17:18, 1836.29it/s]
1933021it [17:18, 1831.57it/s]
1933207it [17:18, 1838.69it/s]
1933393it [17:18, 1842.24it/s]
1933578it [17:18, 1840.04it/s]
1933763it [17:18, 1839.48it/s]
1933949it [17:18, 1845.33it/s]
1934134it [17:19, 1841.28it/s]
1934319it [17:19, 1839.40it/s]
1934503it [17:19, 1839.39it/s]
1934688it [17:19, 1841.14it/s]
